UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20,05/07/20,05/08/20,05/09/20,05/10/20,05/11/20,05/12/20,05/13/20,05/14/20,05/15/20,05/16/20,05/17/20,05/18/20,05/19/20,05/20/20,05/21/20,05/22/20,05/23/20,05/24/20,05/25/20,05/26/20,05/27/20,05/28/20,05/29/20,05/30/20,05/31/20,06/01/20,06/02/20,06/03/20,06/04/20,06/05/20,06/06/20,06/07/20,06/08/20,06/09/20,06/10/20,06/11/20,06/12/20,06/13/20,06/14/20,06/15/20,06/16/20,06/17/20,06/18/20,06/19/20,06/20/20,06/21/20,06/22/20,06/23/20,06/24/20,06/25/20,06/26/20,06/27/20,06/28/20,06/29/20,06/30/20,07/01/20,07/02/20,07/03/20,07/04/20,07/05/20,07/06/20,07/07/20,07/08/20,07/09/20,07/10/20,07/11/20,07/12/20,07/13/20,07/14/20,07/15/20,07/16/20,07/17/20,07/18/20,07/19/20,07/20/20,07/21/20,07/22/20,07/23/20,07/24/20,07/25/20,07/26/20,07/27/20,07/28/20,07/29/20,07/30/20,07/31/20,08/01/20,08/02/20,08/03/20,08/05/20,08/04/20,08/09/20,08/08/20,08/07/20,08/06/20,08/11/20,08/10/20,08/12/20,08/14/20,08/13/20,08/15/20,08/18/20,08/17/20,08/16/20,08/19/20,08/20/20,08/25/20,08/24/20,08/23/20,08/22/20,08/21/20,08/26/20,08/31/20,08/30/20,08/29/20,08/28/20,08/27/20,09/02/20,09/01/20,09/03/20,09/04/20,09/06/20,09/05/20,09/07/20,09/09/20,09/08/20,09/10/20,09/14/20,09/13/20,09/12/20,09/11/20,09/16/20,09/15/20,09/18/20,09/17/20,09/22/20,09/21/20,09/20/20,09/19/20,09/25/20,09/24/20,09/23/20,09/29/20,09/28/20,09/27/20,09/26/20,10/01/20,09/30/20,10/05/20,10/04/20,10/03/20,10/02/20,10/06/20,10/08/20,10/07/20,10/12/20,10/11/20,10/10/20,10/09/20,10/15/20,10/14/20,10/13/20,10/18/20,10/17/20,10/16/20,10/19/20,10/26/20,10/25/20,10/24/20,10/23/20,10/22/20,10/21/20,10/20/20,10/28/20,10/27/20,11/02/20,11/01/20,10/31/20,10/30/20,10/29/20,11/03/20,11/05/20,11/04/20,11/11/20,11/10/20,11/09/20,11/08/20,11/07/20,11/06/20,11/13/20,11/12/20,11/16/20,11/15/20,11/14/20
,,,,,,Orenburg Oblast,Russia,52.02692620000001,54.7276647,"Orenburg Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,6,6,7,7,7,12,12,12,12,14,14,22,22,25,25,25,45,53,54,82,120,140,184,184,226,254,277,305,361,377,391,456,493,520,569,591,619,700,728,767,798,847,895,937,986,1039,1089,1178,1208,1243,1278,1312,1350,1392,1437,1482,1524,1566,1610,1664,1718,1772,1826,1871,1925,1979,2032,2085,2141,2204,2267,2331,2397,2461,2521,2580,2643,2705,2768,2830,2890,2948,3007,3067,3125,3181,3245,3310,3377,3439,3499,3562,3626,3700,3777,3853,3929,4007,4088,4170,4253,4339,4427,4515,4610,4708,4808,4910,5018,5126,5237,5352,5470,5586,5701,5815,5929,6042,6154,6264,6374,6485,6594,6702,6809,6915,7021,7131,7239,7450,7345,7858,7757,7656,7553,8066,7962,8169,8378,8274,8483,8787,8687,8585,8885,8981,9437,9348,9258,9167,9074,9524,9944,9861,9778,9694,9610,10117,10030,10205,10295,10479,10387,10570,10750,10659,10843,11228,11130,11034,10938,11428,11328,11628,11529,12027,11927,11827,11729,12336,12231,12129,12747,12642,12539,12438,12963,12854,13415,13298,13183,13072,13532,13776,13651,14332,14185,14043,13906,14811,14644,14485,15320,15151,14981,15489,16683,16509,16337,16166,15995,15825,15657,17033,16857,17933,17749,17567,17387,17210,18117,18488,18302,19618,19427,19238,19049,18862,18674,19997,19808,20565,20377,20187
,,,,,,Penza Oblast,Russia,53.1655415,44.78791810000001,"Penza Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,7,7,12,16,16,27,27,27,32,51,52,52,67,67,67,84,84,100,107,119,140,140,165,180,196,211,232,255,261,283,322,364,404,448,481,512,539,569,601,635,678,723,764,802,837,879,924,985,1041,1101,1172,1245,1317,1400,1510,1612,1709,1803,1892,1980,2066,2155,2245,2332,2417,2502,2585,2669,2759,2845,2943,3053,3191,3317,3432,3535,3634,3729,3823,3915,4006,4076,4151,4224,4307,4380,4451,4523,4593,4664,4739,4819,4893,4970,5045,5118,5193,5268,5347,5418,5486,5558,5628,5663,5699,5733,5768,5803,5844,5883,5919,5954,5991,6028,6068,6109,6154,6198,6244,6286,6324,6364,6409,6452,6499,6545,6594,6645,6749,6699,6954,6906,6855,6801,7048,6999,7101,7208,7156,7257,7399,7348,7301,7448,7495,7742,7688,7638,7590,7540,7801,8125,8057,7994,7929,7863,8279,8200,8364,8454,8645,8547,8742,8932,8836,9029,9389,9296,9211,9121,9582,9484,9778,9679,10154,10061,9969,9875,10433,10342,10249,10788,10696,10607,10522,10980,10883,11357,11267,11174,11078,11454,11660,11555,12138,12005,11877,11767,12574,12424,12279,13063,12899,12734,13223,14412,14243,14066,13891,13719,13555,13389,14752,14583,15587,15423,15258,15090,14920,15749,16091,15918,17108,16945,16775,16607,16437,16266,17440,17273,17926,17766,17602
,,,,,,Perm Krai,Russia,58.5951603,56.3159546,"Perm Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,5,10,10,11,11,13,13,13,20,21,21,21,21,32,32,41,45,45,60,60,87,114,132,144,170,198,215,237,266,287,318,373,434,454,471,481,500,524,556,595,630,648,673,699,719,735,743,753,781,829,871,921,973,1024,1073,1125,1178,1226,1277,1324,1367,1410,1451,1495,1539,1586,1656,1713,1782,1839,1911,1962,2011,2067,2135,2202,2267,2360,2434,2506,2580,2687,2755,2805,2872,2937,3001,3069,3136,3202,3266,3355,3416,3474,3529,3581,3637,3691,3743,3801,3857,3911,3964,4017,4069,4155,4225,4282,4342,4403,4474,4543,4618,4705,4803,4893,4982,5069,5142,5211,5283,5354,5429,5502,5578,5651,5722,5794,5864,5933,6018,6088,6227,6159,6505,6436,6368,6296,6637,6572,6705,6847,6777,6915,7111,7047,6982,7172,7234,7523,7468,7409,7349,7292,7580,7866,7811,7753,7697,7638,7983,7923,8042,8102,8219,8160,8275,8394,8335,8454,8685,8627,8570,8511,8810,8746,8944,8877,9225,9153,9083,9012,9448,9374,9299,9747,9671,9596,9523,9908,9827,10248,10161,10077,9991,10336,10525,10430,10922,10818,10719,10621,11248,11137,11028,11607,11482,11363,11734,12734,12579,12426,12277,12133,11994,11862,13047,12888,13879,13711,13541,13374,13209,14050,14406,14226,15554,15354,15158,14965,14774,14588,15965,15755,16657,16418,16187
,,,,,,Primorsky Krai,Russia,45.0819456,134.726645,"Primorsky Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,5,5,7,7,7,7,8,15,20,20,23,24,28,32,36,40,49,67,80,97,104,166,185,220,254,278,302,347,367,403,430,455,494,547,635,684,727,763,808,856,907,955,1008,1057,1110,1197,1268,1339,1402,1446,1495,1542,1595,1646,1695,1735,1779,1836,1893,1943,1995,2049,2103,2155,2211,2262,2313,2375,2442,2500,2552,2609,2702,2787,2886,2977,3065,3169,3270,3373,3464,3553,3643,3728,3811,3895,3980,4063,4144,4226,4306,4383,4458,4533,4602,4667,4732,4792,4849,4904,4959,5010,5064,5118,5174,5236,5305,5380,5460,5548,5640,5734,5838,5948,6060,6170,6281,6390,6500,6608,6712,6816,6918,7019,7117,7316,7216,7703,7607,7510,7414,7890,7797,7981,8164,8073,8257,8527,8438,8348,8616,8703,9123,9042,8959,8875,8789,9202,9603,9524,9442,9364,9284,9759,9681,9836,9910,10064,9988,10137,10284,10212,10354,10633,10564,10493,10422,10771,10701,10910,10839,11194,11126,11055,10985,11401,11332,11262,11679,11609,11540,11472,11823,11752,12123,12044,11970,11898,12204,12367,12284,12713,12621,12532,12448,13006,12905,12807,13328,13218,13110,13443,14432,14253,14086,13941,13811,13688,13563,14793,14613,15769,15567,15369,15172,14980,15974,16391,16181,17647,17435,17227,17016,16809,16599,18079,17862,18719,18504,18293
,,,,,,Pskov Oblast,Russia,57.5358729,28.8586826,"Pskov Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,9,9,9,9,9,9,9,10,14,14,16,16,16,16,21,21,27,32,37,42,44,52,58,62,66,81,93,110,124,128,142,149,153,177,195,196,214,226,243,270,277,293,308,328,339,351,367,386,405,424,451,461,494,513,543,566,592,608,629,671,723,765,824,887,910,954,1066,1131,1163,1232,1269,1306,1366,1425,1535,1635,1740,1838,1901,1996,2047,2088,2183,2278,2353,2414,2458,2527,2564,2609,2667,2722,2757,2830,2875,2932,2967,3018,3044,3082,3109,3137,3172,3198,3214,3245,3257,3291,3327,3354,3372,3402,3421,3437,3454,3486,3534,3554,3582,3618,3633,3646,3686,3728,3761,3797,3834,3839,3835,3928,3908,3889,3869,3982,3961,4001,4070,4038,4109,4215,4190,4143,4242,4279,4458,4434,4384,4350,4314,4499,4635,4603,4581,4557,4527,4662,4638,4685,4711,4766,4745,4791,4832,4812,4859,4968,4947,4915,4877,5001,4982,5057,5030,5196,5172,5133,5091,5276,5244,5219,5412,5398,5361,5320,5476,5446,5661,5611,5562,5514,5719,5818,5769,6019,5956,5900,5855,6208,6144,6080,6435,6349,6274,6524,7231,7121,7011,6902,6805,6707,6622,7457,7341,8035,7918,7799,7682,7572,8155,8401,8281,9118,8988,8859,8774,8646,8519,9403,9255,9865,9705,9555
,,,,,,Rostov Oblast,Russia,47.6222451,40.7957942,"Rostov Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,5,5,9,9,9,9,9,17,21,24,29,38,52,78,98,104,145,168,197,232,292,346,398,469,533,584,649,714,778,864,943,1026,1106,1178,1263,1353,1434,1514,1594,1674,1763,1851,1946,2033,2111,2200,2312,2427,2514,2645,2784,2926,3064,3417,3569,3727,3930,4133,4287,4428,4580,4758,4942,5195,5373,5557,5753,5965,6166,6355,6542,6734,6954,7152,7314,7481,7641,7799,7951,8097,8236,8381,8534,8675,8815,8950,9074,9195,9311,9420,9517,9611,9706,9796,9888,9982,10075,10166,10256,10350,10441,10533,10628,10726,10823,10922,11019,11117,11214,11316,11419,11534,11657,11778,11898,12020,12144,12270,12405,12538,12674,12808,12941,13074,13205,13335,13593,13464,14107,13980,13851,13723,14361,14235,14488,14739,14613,14867,15251,15123,14996,15377,15504,16148,16018,15887,15761,15632,16278,16927,16799,16665,16538,16406,17205,17060,17344,17486,17785,17630,17936,18236,18083,18391,19030,18870,18708,18549,19362,19195,19705,19533,20421,20240,20063,19885,20980,20793,20604,21740,21550,21357,21169,22143,21938,23049,22805,22571,22352,23302,23818,23557,24898,24624,24352,24083,25736,25455,25175,26596,26308,26021,26885,29058,28746,28440,28139,27840,27543,27238,29683,29369,31248,30932,30618,30305,29995,31558,32178,31867,34042,33734,33427,33117,32805,32491,34657,34347,35595,35281,34966
,,,,,,Ryazan Oblast,Russia,54.42267320000001,40.57052460000001,"Ryazan Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,5,5,5,5,6,12,12,17,17,32,32,38,55,71,89,116,116,154,184,225,267,289,316,392,429,475,539,602,687,788,840,880,923,1021,1076,1137,1226,1310,1396,1475,1560,1648,1744,1842,1939,2028,2123,2214,2300,2394,2485,2577,2673,2767,2865,2953,3040,3125,3206,3283,3358,3432,3508,3581,3653,3728,3801,3872,3940,4013,4088,4164,4228,4287,4345,4401,4458,4507,4557,4606,4656,4708,4759,4808,4855,4900,4943,4984,5027,5069,5113,5154,5197,5237,5277,5315,5354,5394,5433,5469,5507,5547,5585,5621,5656,5694,5731,5766,5804,5843,5883,5921,5957,5992,6024,6058,6094,6126,6155,6183,6213,6240,6266,6295,6323,6352,6382,6437,6411,6546,6518,6489,6464,6597,6570,6625,6684,6655,6715,6798,6772,6742,6827,6855,6993,6966,6937,6907,6880,7019,7161,7135,7105,7078,7047,7217,7190,7246,7278,7341,7308,7372,7431,7402,7459,7584,7552,7523,7490,7647,7614,7712,7678,7852,7816,7781,7747,7973,7931,7891,8133,8093,8052,8013,8221,8176,8422,8371,8319,8270,8476,8589,8531,8899,8811,8728,8654,9170,9080,8990,9434,9347,9259,9521,10211,10114,10007,9908,9803,9705,9603,10418,10314,10923,10825,10723,10624,10519,11029,11232,11132,11893,11780,11669,11554,11442,11333,12109,12002,12428,12325,12220
,,,,,,Saint Petersburg,Russia,59.9606739,30.158655100000004,"Saint Petersburg, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,7,8,7,10,11,11,12,16,16,16,16,21,21,26,26,37,42,50,98,125,147,156,171,191,226,295,329,373,408,488,557,678,799,929,1083,1507,1646,1760,1846,1973,2267,2458,2711,2926,3077,3238,3436,3726,4062,4411,4734,5029,5346,5572,5884,6190,6565,6990,7404,7711,8050,8485,8945,9486,10011,10462,10887,11340,11795,12203,12592,12955,13339,13713,14076,14463,14846,15215,15580,15949,16313,16689,17069,17444,17822,18169,18509,18835,19153,19466,19769,20043,20305,20561,20813,21047,21275,21506,21734,21966,22195,22412,22632,22850,23071,23294,23518,23735,23954,24207,24469,24727,24990,25261,25536,25816,26094,26389,26681,26981,27277,27570,27861,28142,28406,28662,28906,29144,29346,29541,29730,29916,30100,30281,30460,30635,30807,30975,31140,31302,31461,31622,31785,31945,32259,32103,32890,32730,32575,32418,33204,33047,33365,33684,33525,33846,34325,34168,34009,34487,34647,35552,35373,35191,35011,34828,35733,36667,36479,36293,36104,35917,37041,36852,37232,37425,37812,37620,38008,38436,38218,38651,39475,39276,39070,38867,39888,39681,40305,40099,41151,40940,40731,40517,41798,41574,41359,42745,42494,42257,42030,43306,43021,44765,44358,43966,43608,45176,46093,45632,48129,47591,47063,46562,49926,49288,48686,51906,51232,50573,52592,57515,56800,56091,55378,54668,53971,53287,58963,58236,63195,62272,61376,60522,59721,64139,66263,65170,74485,72911,71426,70023,68692,67434,77908,76152,83743,81704,79760
,,,,,,Sakha (Yakutiya) Republic,Russia,66.941626,129.642371,"Sakha (Yakutiya) Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,7,7,10,14,14,14,15,15,15,15,15,15,15,15,15,15,16,16,16,19,22,25,26,33,35,38,47,88,107,111,116,128,137,141,152,159,166,183,207,229,263,282,311,331,348,385,437,477,510,551,606,652,687,722,785,828,869,914,960,997,1077,1177,1276,1357,1445,1529,1623,1705,1819,1930,2042,2116,2214,2308,2380,2453,2531,2611,2686,2753,2822,2898,2968,3037,3122,3199,3290,3389,3486,3570,3657,3742,3817,3891,3963,4013,4075,4128,4178,4223,4267,4315,4365,4422,4467,4504,4550,4598,4656,4710,4757,4799,4844,4904,4976,5034,5089,5142,5193,5239,5283,5324,5375,5424,5474,5521,5565,5614,5671,5727,5787,5845,5899,5950,6058,6003,6294,6229,6172,6116,6413,6358,6469,6596,6531,6651,6799,6752,6703,6847,6893,7120,7075,7031,6985,6938,7166,7379,7338,7295,7253,7210,7473,7425,7520,7572,7681,7622,7739,7860,7797,7925,8198,8129,8061,7992,8331,8263,8467,8400,8737,8671,8604,8536,8961,8882,8807,9295,9215,9128,9044,9467,9380,9839,9745,9650,9557,9936,10142,10036,10607,10487,10359,10249,10986,10856,10729,11388,11253,11119,11520,12740,12564,12386,12209,12030,11854,11677,13095,12917,14042,13851,13661,13469,13280,14237,14633,14434,15861,15651,15444,15241,15040,14836,16291,16075,16972,16730,16510
,,,,,,Sakhalin Oblast,Russia,49.7219665,143.448533,"Sakhalin Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,6,6,6,6,11,11,11,11,11,11,11,12,12,19,19,19,19,19,19,19,20,20,20,21,22,22,23,24,24,26,28,29,29,31,31,37,37,38,41,42,44,45,48,50,50,56,57,59,63,66,68,69,74,76,80,94,101,115,118,133,143,147,160,170,188,204,216,250,264,305,320,330,343,362,394,423,447,495,525,566,567,628,663,702,721,742,771,800,828,853,885,918,953,993,1035,1103,1172,1240,1307,1376,1443,1507,1568,1628,1687,1747,1806,1863,1926,1994,2061,2126,2185,2235,2294,2362,2431,2498,2559,2625,2685,2744,2876,2811,3137,3075,3010,2944,3267,3204,3326,3458,3390,3519,3695,3635,3578,3752,3811,4096,4037,3980,3925,3867,4152,4420,4371,4319,4265,4210,4524,4473,4572,4622,4718,4671,4762,4851,4808,4892,5046,5008,4968,4931,5112,5081,5174,5145,5308,5264,5236,5206,5416,5382,5347,5550,5512,5476,5444,5639,5591,5864,5811,5760,5694,5919,6029,5971,6263,6205,6144,6085,6482,6407,6328,6707,6634,6559,6785,7359,7275,7189,7107,7023,6947,6864,7531,7446,8008,7903,7807,7715,7624,8116,8324,8219,8966,8859,8753,8642,8533,8426,9205,9092,9552,9429,9320
,,,,,,Samara Oblast,Russia,53.2128813,50.8914633,"Samara Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,9,9,9,9,10,10,12,14,14,14,14,15,15,17,17,17,17,17,17,18,18,20,21,24,29,40,40,50,63,64,79,95,103,115,141,185,209,229,264,272,327,367,392,433,518,578,595,676,743,802,877,951,1017,1083,1162,1246,1302,1372,1437,1503,1568,1666,1740,1814,1900,2021,2118,2205,2340,2437,2485,2527,2612,2648,2724,2770,2833,2922,3026,3114,3200,3246,3359,3470,3548,3694,3804,3910,3980,4024,4100,4183,4250,4325,4388,4451,4502,4557,4617,4676,4738,4786,4837,4900,4973,5050,5137,5264,5399,5501,5576,5644,5721,5804,5882,5954,6019,6078,6135,6197,6259,6320,6380,6437,6489,6538,6580,6619,6660,6697,6729,6761,6797,6840,6883,6930,6975,7045,7011,7222,7174,7131,7089,7320,7272,7372,7472,7423,7522,7663,7620,7575,7706,7750,8056,7981,7908,7844,7794,8126,8505,8426,8350,8275,8200,8683,8586,8781,8888,9094,8993,9196,9395,9294,9500,9944,9824,9713,9607,10187,10066,10435,10312,10888,10776,10664,10550,11220,11109,10999,11662,11551,11441,11331,11884,11772,12332,12221,12107,11996,12447,12684,12566,13186,13057,12930,12805,13578,13444,13314,13993,13854,13714,14134,15146,14998,14851,14708,14564,14419,14276,15458,15297,16331,16146,15968,15795,15625,16514,16890,16701,18033,17838,17647,17456,17268,17078,18435,18230,19078,18861,18646
,,,,,,Saratov Oblast,Russia,51.6520555,46.86319520000001,"Saratov Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,4,4,15,15,19,19,19,19,25,26,30,34,35,42,44,49,56,70,87,98,114,142,168,190,229,245,265,305,327,359,392,438,487,535,585,659,737,835,876,950,1007,1076,1168,1232,1317,1413,1526,1633,1754,1871,1980,2072,2139,2223,2321,2418,2516,2581,2649,2746,2840,2936,3078,3174,3269,3363,3457,3553,3651,3763,3900,4015,4132,4246,4362,4480,4606,4734,4857,4982,5101,5217,5335,5450,5562,5671,5782,5892,6003,6115,6225,6334,6444,6546,6645,6746,6844,6941,7040,7135,7231,7325,7417,7508,7600,7689,7782,7874,7969,8063,8159,8256,8349,8443,8536,8631,8725,8823,8920,9015,9111,9209,9308,9406,9502,9597,9691,9878,9784,10253,10157,10062,9968,10442,10348,10538,10727,10633,10824,11116,11018,10922,11211,11308,11782,11686,11587,11494,11399,11877,12345,12251,12163,12067,11974,12550,12438,12658,12760,12967,12863,13068,13268,13166,13371,13788,13678,13573,13472,14008,13897,14222,14115,14647,14542,14440,14332,14966,14859,14755,15381,15279,15176,15072,15613,15486,16140,16005,15877,15742,16279,16560,16421,17139,16998,16853,16704,17599,17447,17294,18087,17919,17756,18250,19539,19352,19163,18972,18774,18591,18426,19928,19731,20901,20706,20513,20317,20122,21092,21484,21287,22686,22477,22276,22072,21872,21677,23117,22898,23785,23563,23342
,,,,,,Sevastopol,Russia,44.6054,33.522,"Sevastopol, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,8,8,12,12,13,17,18,19,25,25,26,31,34,37,77,78,85,86,89,91,98,104,110,118,119,122,126,129,130,132,135,135,138,139,143,147,148,149,154,155,157,158,160,161,161,161,161,165,168,170,171,173,174,176,177,177,177,178,179,181,185,187,187,191,195,196,200,206,207,214,215,215,220,223,228,229,235,235,236,236,239,245,249,254,254,257,258,267,271,281,282,283,285,285,291,292,305,305,306,306,312,332,335,336,339,342,343,344,349,352,354,356,356,381,374,371,360,391,386,399,408,401,412,433,427,419,435,440,470,468,464,456,450,471,518,509,502,488,473,524,523,530,536,571,554,578,590,590,591,656,638,619,607,693,675,737,713,845,818,791,763,907,888,865,990,969,946,925,1033,1013,1135,1107,1084,1058,1164,1221,1191,1355,1321,1286,1253,1452,1417,1385,1589,1542,1494,1640,2037,1976,1913,1856,1798,1743,1690,2164,2099,2557,2478,2397,2318,2238,2635,2799,2718,3251,3190,3119,3046,2964,2883,3358,3306,3525,3470,3412
,,,,,,Smolensk Oblast,Russia,55.03434960000001,33.0192065,"Smolensk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,7,11,13,17,17,21,55,106,132,139,152,173,189,208,244,251,262,279,289,324,369,403,429,455,499,508,520,534,535,590,646,668,738,902,911,1008,1044,1105,1146,1190,1246,1297,1357,1418,1471,1536,1603,1685,1769,1853,1933,2024,2119,2207,2299,2409,2536,2678,2828,2923,3035,3157,3300,3432,3539,3609,3712,3791,3868,3927,3988,4051,4110,4163,4208,4252,4293,4338,4380,4423,4463,4505,4544,4581,4619,4659,4702,4744,4782,4823,4865,4904,4944,4986,5028,5069,5108,5155,5212,5262,5306,5349,5381,5408,5427,5454,5485,5504,5534,5553,5571,5589,5609,5633,5656,5680,5705,5720,5752,5736,5825,5806,5786,5767,5856,5847,5864,5892,5878,5911,5962,5949,5932,5974,5992,6071,6061,6051,6033,6012,6085,6167,6157,6142,6123,6102,6186,6176,6202,6222,6256,6239,6268,6287,6274,6300,6349,6337,6323,6310,6369,6358,6392,6378,6450,6438,6423,6408,6510,6489,6469,6595,6578,6554,6529,6634,6612,6764,6732,6697,6663,6798,6892,6845,7147,7082,7011,6947,7334,7268,7208,7550,7479,7406,7617,8256,8157,8061,7963,7866,7778,7696,8467,8359,9024,8913,8804,8692,8578,9139,9366,9256,10025,9924,9816,9707,9593,9478,10240,10129,10570,10458,10348
