UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20,05/07/20,05/08/20,05/09/20,05/10/20,05/11/20,05/12/20,05/13/20,05/14/20,05/15/20,05/16/20,05/17/20,05/18/20,05/19/20,05/20/20,05/21/20,05/22/20,05/23/20,05/24/20,05/25/20,05/26/20,05/27/20,05/28/20,05/29/20,05/30/20,05/31/20,06/01/20,06/02/20,06/03/20,06/04/20,06/05/20,06/06/20,06/07/20,06/08/20,06/09/20,06/10/20,06/11/20,06/12/20,06/13/20,06/14/20,06/15/20,06/16/20,06/17/20,06/18/20,06/19/20,06/20/20,06/21/20,06/22/20,06/23/20,06/24/20,06/25/20,06/26/20,06/27/20,06/28/20,06/29/20,06/30/20,07/01/20,07/02/20,07/03/20,07/04/20,07/05/20,07/06/20,07/07/20,07/08/20,07/09/20,07/10/20,07/11/20,07/12/20,07/13/20,07/14/20,07/15/20,07/16/20,07/17/20,07/18/20,07/19/20,07/20/20,07/21/20,07/22/20,07/23/20,07/24/20,07/25/20,07/26/20,07/27/20,07/28/20,07/29/20,07/30/20,07/31/20,08/01/20,08/02/20,08/03/20,08/05/20,08/04/20,08/09/20,08/08/20,08/07/20,08/06/20,08/11/20,08/10/20,08/12/20,08/14/20,08/13/20,08/15/20,08/18/20,08/17/20,08/16/20,08/19/20,08/20/20,08/25/20,08/24/20,08/23/20,08/22/20,08/21/20,08/26/20,08/31/20,08/30/20,08/29/20,08/28/20,08/27/20,09/02/20,09/01/20,09/03/20,09/04/20,09/06/20,09/05/20,09/07/20,09/09/20,09/08/20,09/10/20,09/14/20,09/13/20,09/12/20,09/11/20,09/16/20,09/15/20,09/18/20,09/17/20,09/22/20,09/21/20,09/20/20,09/19/20,09/25/20,09/24/20,09/23/20,09/29/20,09/28/20,09/27/20,09/26/20,10/01/20,09/30/20,10/05/20,10/04/20,10/03/20,10/02/20,10/06/20,10/08/20,10/07/20,10/12/20,10/11/20,10/10/20,10/09/20,10/15/20,10/14/20,10/13/20,10/18/20,10/17/20,10/16/20,10/19/20,10/26/20,10/25/20,10/24/20,10/23/20,10/22/20,10/21/20,10/20/20,10/28/20,10/27/20,11/02/20,11/01/20,10/31/20,10/30/20,10/29/20,11/03/20,11/05/20,11/04/20,11/11/20,11/10/20,11/09/20,11/08/20,11/07/20,11/06/20,11/13/20,11/12/20,11/16/20,11/15/20,11/14/20
,,,,,,Karachay-Cherkess Republic,Russia,43.7368326,41.7267991,"Karachay-Cherkess Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,9,11,13,16,23,30,49,50,67,87,106,145,169,194,240,282,301,314,330,352,398,412,430,441,453,457,463,478,509,527,539,549,561,588,614,632,651,666,677,689,701,712,732,757,783,814,853,895,951,1005,1067,1137,1204,1276,1354,1430,1505,1580,1654,1729,1807,1889,1969,2058,2156,2255,2349,2446,2545,2639,2730,2815,2902,2983,3067,3149,3221,3305,3379,3448,3520,3599,3668,3730,3774,3817,3850,3882,3919,3957,3988,4017,4044,4065,4084,4109,4134,4162,4185,4212,4234,4259,4283,4310,4333,4354,4378,4397,4415,4423,4433,4442,4453,4465,4476,4495,4485,4539,4527,4517,4507,4562,4551,4575,4603,4589,4618,4670,4652,4635,4688,4709,4860,4830,4798,4763,4732,4898,5115,5066,5021,4976,4937,5216,5163,5272,5335,5458,5399,5523,5651,5586,5715,5962,5899,5840,5777,6093,6027,6221,6158,6482,6416,6351,6285,6681,6613,6546,6964,6891,6819,6750,7115,7038,7434,7353,7274,7194,7514,7677,7596,8003,7921,7838,7757,8246,8166,8084,8489,8406,8325,8574,9173,9084,8997,8909,8823,8740,8658,9349,9259,9781,9695,9610,9523,9437,9865,10033,9950,10557,10470,10381,10291,10203,10117,10735,10645,11001,10911,10824
,,,,,,Karelia Republic,Russia,62.61940309999999,33.4920267,"Karelia Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,7,8,9,15,19,27,30,30,35,37,42,44,56,62,63,66,74,81,85,89,91,103,112,125,128,148,160,171,176,188,194,202,215,225,233,241,260,268,284,300,316,331,353,371,382,407,430,445,453,496,520,548,573,614,633,656,676,685,702,732,784,802,809,869,912,934,960,991,1025,1043,1074,1109,1133,1177,1236,1266,1294,1337,1378,1408,1451,1499,1514,1531,1581,1623,1656,1684,1723,1738,1747,1792,1805,1852,1882,1921,1940,1953,1994,2039,2067,2109,2151,2170,2179,2211,2245,2275,2312,2357,2375,2418,2384,2560,2536,2507,2466,2584,2576,2602,2656,2628,2674,2724,2720,2701,2752,2782,2916,2890,2873,2834,2803,2957,3130,3098,3052,3018,2992,3179,3143,3206,3229,3297,3264,3316,3352,3321,3385,3477,3461,3441,3413,3514,3485,3587,3553,3659,3644,3627,3610,3788,3740,3702,3914,3896,3866,3826,3997,3953,4231,4204,4132,4060,4256,4392,4326,4664,4613,4541,4464,4860,4780,4701,5169,5076,4981,5250,5933,5833,5721,5593,5469,5377,5307,6124,6026,6704,6591,6475,6358,6241,6795,7059,6910,8565,8255,7935,7623,7444,7276,9244,8866,10341,9988,9630
,,,,,,Kemerovo Oblast,Russia,54.53357809999999,87.342861,"Kemerovo Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,11,12,12,14,14,15,18,22,26,35,41,47,56,67,76,82,103,107,111,114,126,128,142,153,166,166,180,198,204,214,233,251,260,269,282,296,307,321,328,333,342,365,377,391,406,418,431,444,462,482,495,520,545,589,616,638,666,685,721,752,786,834,868,929,997,1019,1042,1062,1079,1099,1157,1218,1277,1352,1396,1424,1454,1488,1532,1579,1622,1662,1703,1744,1806,1873,1944,2018,2085,2134,2203,2280,2354,2406,2457,2507,2553,2602,2650,2695,2740,2796,2857,2919,2983,3050,3118,3193,3260,3329,3408,3481,3555,3627,3702,3781,3965,3871,4341,4244,4158,4062,4544,4435,4638,4830,4736,4926,5215,5119,5025,5306,5398,5867,5769,5677,5582,5491,5962,6437,6345,6249,6156,6060,6615,6527,6701,6791,6965,6880,7048,7217,7133,7304,7694,7589,7492,7399,7935,7809,8188,8060,8704,8580,8450,8323,9103,8965,8829,9686,9533,9383,9242,10004,9842,10681,10508,10339,10171,10856,11193,11025,11878,11700,11530,11361,12410,12233,12057,12938,12761,12585,13117,14351,14178,14004,13827,13652,13476,13294,14703,14526,15625,15428,15239,15057,14877,15823,16216,16018,17385,17195,17002,16805,16610,16412,17749,17568,18296,18113,17932
,,,,,,Khabarovsk Krai,Russia,51.6312684,136.121524,"Khabarovsk Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,5,5,5,7,7,8,9,9,10,10,11,11,16,24,24,28,29,29,54,54,77,91,109,147,185,215,243,272,310,351,379,406,439,467,498,536,566,595,629,668,699,738,781,821,862,896,935,977,1023,1074,1126,1176,1223,1273,1325,1380,1444,1509,1572,1633,1698,1760,1827,1890,1959,2018,2081,2142,2209,2273,2333,2398,2468,2537,2596,2661,2733,2804,2869,2938,3009,3083,3153,3226,3294,3372,3447,3524,3590,3669,3752,3824,3899,3978,4063,4140,4221,4300,4386,4481,4555,4644,4726,4820,4918,5014,5114,5217,5311,5432,5539,5637,5754,5873,5986,6088,6208,6334,6457,6584,6714,6851,6973,7091,7192,7312,7428,7540,7650,7759,7861,8058,7961,8469,8378,8280,8178,8634,8556,8723,8874,8804,8950,9159,9086,9014,9229,9304,9718,9593,9525,9443,9375,9795,10101,10033,9972,9910,9860,10236,10150,10309,10369,10472,10419,10519,10638,10576,10705,10993,10923,10854,10782,11126,11059,11255,11187,11519,11458,11392,11325,11741,11667,11591,12007,11939,11878,11814,12158,12079,12476,12395,12316,12238,12554,12735,12641,13151,13041,12938,12836,13494,13374,13259,13878,13747,13617,14020,15220,15039,14860,14682,14512,14338,14180,15618,15417,16754,16525,16294,16062,15838,16980,17441,17207,18877,18629,18387,18150,17912,17677,19402,19138,20212,19943,19672
,,,,,,Khakassia Republic,Russia,53.72258845,91.44293627,"Khakassia Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,5,5,6,6,9,12,12,12,20,26,27,38,46,68,76,84,87,99,102,151,176,184,206,228,232,257,266,272,302,318,340,352,367,403,425,466,503,524,532,557,595,618,642,667,695,724,747,778,789,813,836,856,878,910,940,964,985,1020,1052,1077,1102,1111,1128,1141,1165,1191,1229,1266,1299,1332,1356,1381,1409,1444,1490,1537,1583,1612,1631,1661,1696,1735,1771,1812,1844,1872,1904,1935,1973,2013,2055,2083,2109,2142,2187,2236,2285,2329,2374,2415,2450,2484,2520,2558,2595,2628,2649,2668,2689,2709,2730,2749,2769,2786,2802,2818,2836,2855,2876,2899,2944,2922,3019,3002,2984,2965,3052,3036,3071,3107,3089,3126,3177,3161,3144,3195,3214,3308,3289,3271,3253,3234,3326,3415,3396,3379,3362,3345,3455,3434,3478,3503,3556,3529,3583,3641,3611,3674,3806,3774,3741,3708,3865,3835,3928,3896,4068,4034,3999,3963,4179,4141,4104,4339,4298,4258,4218,4423,4381,4611,4561,4513,4466,4660,4771,4712,5028,4963,4899,4836,5229,5161,5094,5452,5373,5298,5535,6276,6153,6034,5919,5812,5713,5621,6538,6404,7253,7106,6961,6817,6675,7404,7717,7559,8704,8533,8365,8201,8038,7877,9046,8876,9565,9393,9219
,,,,,,Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,"Khanty-Mansi Autonomous Okrug, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,4,4,5,5,5,8,8,16,16,19,19,38,41,41,41,41,41,41,56,71,110,128,161,175,188,197,203,215,217,233,274,297,338,366,387,405,414,449,467,508,537,551,583,626,693,777,822,865,926,965,1048,1166,1252,1308,1371,1430,1510,1568,1670,1755,1849,1924,2028,2133,2300,2436,2587,2736,2847,2987,3104,3231,3346,3475,3624,3821,4007,4157,4340,4569,4753,4973,5210,5453,5712,5992,6286,6581,6900,7223,7542,7837,8117,8402,8679,8958,9219,9485,9756,10029,10301,10590,10873,11141,11406,11669,11937,12204,12474,12742,12993,13245,13494,13741,13978,14214,14442,14663,14861,15057,15250,15442,15630,15817,15990,16162,16333,16503,16671,16843,17189,17020,17769,17619,17492,17349,17994,17886,18111,18325,18219,18428,18664,18592,18518,18747,18831,19221,19152,19076,18999,18916,19285,19609,19543,19478,19414,19350,19744,19676,19816,19891,20045,19967,20121,20270,20193,20350,20665,20583,20505,20430,20831,20748,20988,20907,21391,21273,21175,21077,21787,21646,21516,22372,22229,22078,21934,22660,22513,23280,23121,22966,22813,23433,23777,23602,24548,24340,24141,23952,25139,24944,24745,25731,25531,25335,25930,27287,27096,26901,26710,26516,26317,26124,27680,27481,28658,28465,28271,28073,27877,28847,29242,29043,30442,30237,30040,29837,29636,29437,30842,30641,31454,31247,31047
,,,,,,Kirov Oblast,Russia,57.9665589,49.4074599,"Kirov Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,5,7,7,7,7,7,8,8,9,12,12,12,12,15,18,18,18,20,20,28,29,35,36,51,51,64,73,91,111,150,169,188,216,240,276,316,362,388,423,466,493,511,543,585,618,644,661,686,718,761,807,835,876,896,911,932,967,1001,1008,1020,1064,1091,1161,1191,1259,1323,1370,1438,1495,1551,1629,1683,1751,1828,1904,1967,2042,2121,2182,2260,2300,2360,2421,2479,2508,2547,2600,2648,2693,2734,2777,2820,2869,2916,2952,2986,3026,3076,3117,3148,3179,3214,3246,3276,3321,3354,3404,3459,3512,3557,3614,3669,3727,3779,3833,3877,3933,3990,4046,4091,4142,4198,4256,4302,4349,4404,4462,4511,4570,4617,4665,4723,4789,4839,4888,4952,5046,5013,5261,5213,5153,5095,5352,5311,5408,5525,5463,5579,5745,5694,5631,5802,5862,6173,6110,6047,5986,5926,6235,6555,6490,6426,6361,6298,6683,6619,6748,6812,6940,6877,7002,7125,7065,7190,7449,7383,7321,7255,7572,7512,7701,7634,7974,7907,7839,7769,8171,8111,8040,8446,8373,8302,8233,8593,8521,8903,8823,8745,8668,8984,9142,9064,9493,9393,9303,9222,9793,9693,9594,10105,10000,9896,10212,11169,11026,10883,10743,10604,10467,10340,11463,11315,12243,12078,11920,11766,11613,12415,12769,12591,13888,13697,13507,13320,13135,12951,14276,14082,14876,14674,14475
,,,,,,Komi Republic,Russia,63.9881421,54.3326073,"Komi Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,7,22,22,54,56,56,59,59,90,101,119,150,208,208,208,208,305,402,441,455,474,481,491,507,527,542,553,561,578,590,597,611,621,649,656,676,682,698,726,782,793,803,823,844,847,859,867,882,911,931,968,1007,1019,1032,1067,1105,1129,1135,1144,1188,1238,1262,1293,1322,1352,1393,1426,1455,1480,1518,1564,1600,1626,1693,1804,1929,2085,2266,2352,2437,2491,2573,2687,2744,2805,2864,2926,2986,3050,3108,3173,3287,3356,3409,3463,3513,3577,3640,3695,3762,3866,3949,4028,4107,4179,4249,4308,4366,4416,4469,4542,4610,4680,4761,4819,4866,4911,4964,5034,5100,5144,5185,5221,5259,5303,5351,5396,5447,5530,5483,5738,5678,5619,5567,5871,5816,5923,6011,5968,6052,6148,6117,6083,6191,6224,6407,6370,6330,6294,6261,6429,6563,6533,6504,6480,6453,6620,6592,6644,6679,6754,6716,6787,6852,6816,6898,7114,7061,7003,6942,7223,7165,7359,7292,7662,7583,7507,7432,7885,7811,7740,8205,8120,8037,7960,8435,8296,8848,8738,8632,8533,8961,9207,9080,9773,9625,9481,9342,10228,10072,9920,10707,10544,10387,10873,12276,12072,11863,11650,11453,11268,11058,12701,12482,13855,13623,13393,13157,12926,14084,14568,14323,16044,15797,15552,15309,15062,14819,16544,16293,17394,17113,16828
,,,,,,Kostroma Oblast,Russia,58.424756,44.2533273,"Kostroma Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,8,8,9,9,9,12,15,15,18,18,18,27,38,47,53,66,70,81,88,104,120,137,148,158,180,193,211,227,241,253,266,278,293,311,333,343,357,372,384,402,433,452,460,477,487,500,516,527,540,560,567,580,601,617,656,691,719,758,772,804,825,842,862,888,901,926,953,977,1028,1066,1109,1136,1161,1175,1214,1246,1262,1298,1331,1360,1386,1411,1442,1470,1494,1531,1565,1583,1591,1612,1632,1654,1676,1696,1730,1752,1778,1814,1825,1844,1855,1863,1886,1902,1922,1946,1963,1995,2005,2016,2028,2040,2074,2119,2137,2154,2166,2175,2206,2234,2261,2309,2390,2345,2564,2511,2458,2423,2657,2625,2695,2792,2745,2852,2975,2947,2906,2993,3043,3325,3261,3209,3157,3093,3355,3546,3510,3467,3429,3393,3601,3578,3625,3659,3742,3696,3786,3863,3817,3911,4099,4046,3999,3952,4156,4115,4235,4203,4379,4348,4311,4277,4499,4454,4417,4703,4662,4609,4553,4788,4742,5031,4966,4902,4842,5096,5226,5160,5501,5432,5361,5296,5725,5648,5572,5983,5892,5806,6082,6781,6679,6579,6476,6375,6278,6179,6991,6885,7588,7465,7341,7218,7103,7713,7970,7840,8777,8639,8503,8366,8231,8101,9050,8912,9464,9326,9187
,,,,,,Krasnodar Krai,Russia,45.7684014,39.0261044,"Krasnodar Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,5,5,5,5,9,9,9,17,17,17,17,22,22,39,39,39,50,61,85,105,125,138,169,210,215,239,260,290,335,383,417,461,481,539,623,707,780,837,888,951,1017,1083,1162,1244,1340,1437,1534,1633,1732,1830,1929,2027,2126,2222,2319,2418,2510,2605,2699,2792,2883,2974,3066,3155,3247,3337,3426,3506,3582,3662,3744,3824,3908,3987,4068,4148,4231,4312,4399,4485,4574,4655,4735,4815,4893,4970,5042,5112,5183,5252,5316,5376,5440,5501,5561,5624,5683,5743,5801,5860,5922,5982,6043,6102,6159,6218,6280,6340,6399,6460,6523,6589,6654,6721,6785,6847,6912,6979,7045,7115,7190,7262,7340,7423,7508,7598,7690,7784,7880,7975,8072,8170,8266,8365,8472,8585,8821,8704,9278,9173,9061,8946,9465,9375,9552,9730,9642,9817,10075,9991,9903,10161,10245,10681,10595,10507,10422,10334,10771,11208,11121,11031,10941,10857,11382,11294,11472,11564,11747,11654,11838,12020,11930,12107,12469,12377,12285,12195,12658,12563,12843,12751,13219,13123,13031,12937,13501,13408,13313,13888,13790,13694,13596,14083,13987,14482,14387,14290,14184,14578,14775,14676,15187,15085,14980,14877,15495,15389,15285,15807,15701,15599,15909,16734,16603,16473,16349,16237,16055,15934,16987,16854,17663,17531,17393,17258,17119,17793,18065,17928,18927,18777,18631,18487,18344,18204,19234,19080,19708,19548,19390
,,,,,,Krasnoyarsk Krai,Russia,63.3233807,97.0979974,"Krasnoyarsk Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,5,5,5,8,8,12,12,14,14,20,25,25,25,29,32,32,39,39,39,60,85,110,131,142,202,231,276,300,306,370,392,427,449,467,508,527,574,609,666,714,764,781,823,868,910,933,964,1070,1143,1201,1428,1521,1542,1590,1651,1765,1872,1941,2445,2821,2971,3119,3265,3410,3558,3700,3847,3985,4121,4249,4380,4530,4654,4795,4968,5136,5301,5460,5617,5791,5981,6159,6328,6494,6655,6813,6973,7129,7280,7432,7580,7726,7875,8029,8182,8331,8476,8619,8760,8904,9044,9181,9316,9452,9585,9716,9848,9978,10106,10235,10369,10500,10628,10756,10889,11020,11149,11276,11403,11528,11655,11790,11923,12057,12244,12419,12581,12734,12859,13000,13145,13288,13422,13550,13807,13680,14319,14190,14062,13936,14568,14446,14691,14932,14812,15051,15402,15285,15167,15517,15631,16202,16089,15974,15862,15748,16316,16870,16760,16649,16539,16428,17089,16979,17197,17304,17520,17413,17626,17834,17729,17936,18344,18242,18139,18038,18547,18445,18751,18648,19157,19055,18954,18852,19464,19362,19260,19887,19775,19668,19565,20117,20001,20587,20467,20345,20232,20724,21049,20882,21739,21565,21389,21214,22322,22118,21923,22976,22754,22534,23194,25016,24742,24471,24203,23944,23696,23459,25572,25293,27039,26741,26445,26152,25860,27342,27962,27650,29911,29584,29256,28927,28601,28279,30570,30240,31553,31226,30898
,,,,,,Kurgan Oblast,Russia,55.7655302,64.5632681,"Kurgan Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,10,11,12,13,13,13,15,15,20,22,27,29,31,33,39,40,45,49,51,52,55,56,61,65,71,73,79,84,86,95,103,109,111,119,130,133,150,169,177,179,183,189,192,199,202,218,231,245,252,255,259,268,280,288,306,314,330,344,355,369,384,404,413,422,441,473,501,528,571,591,625,660,679,700,739,753,786,794,834,864,905,947,1000,1058,1119,1180,1240,1303,1368,1432,1490,1546,1601,1653,1703,1752,1803,1850,1894,1936,1979,2017,2055,2091,2126,2163,2199,2234,2267,2303,2336,2398,2368,2490,2471,2450,2426,2523,2507,2541,2578,2558,2601,2679,2654,2628,2703,2729,2846,2824,2800,2777,2752,2870,2981,2957,2934,2914,2891,3027,3003,3050,3071,3121,3096,3145,3198,3172,3224,3336,3310,3282,3253,3389,3361,3447,3419,3553,3525,3499,3472,3642,3611,3583,3768,3736,3706,3675,3839,3803,4009,3950,3911,3874,4064,4178,4118,4434,4369,4303,4239,4633,4565,4498,4849,4775,4703,4924,5462,5383,5304,5226,5149,5074,4998,5617,5539,6010,5931,5853,5776,5696,6091,6257,6175,6805,6711,6618,6528,6435,6344,6992,6897,7275,7182,7086
,,,,,,Kursk Oblast,Russia,51.6568453,36.4852695,"Kursk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,10,20,21,42,43,58,58,89,120,145,170,196,220,242,276,308,345,389,456,525,590,658,726,792,861,928,997,1062,1129,1197,1268,1339,1410,1484,1554,1621,1697,1777,1855,1936,2015,2095,2177,2258,2339,2422,2507,2581,2648,2719,2787,2851,2922,3000,3063,3123,3199,3272,3357,3425,3501,3561,3619,3690,3769,3839,3922,3994,4058,4118,4181,4256,4333,4403,4482,4550,4607,4673,4747,4817,4882,4958,5021,5080,5138,5193,5243,5294,5340,5383,5422,5466,5514,5560,5600,5634,5666,5701,5734,5765,5799,5828,5861,5893,5921,5957,5991,6026,6056,6087,6116,6137,6162,6189,6215,6240,6270,6294,6345,6316,6459,6433,6404,6372,6514,6483,6548,6605,6576,6628,6711,6683,6656,6741,6777,6941,6913,6879,6844,6810,6975,7120,7095,7072,7041,7008,7177,7145,7205,7240,7291,7269,7315,7372,7343,7405,7529,7506,7479,7443,7586,7558,7651,7618,7764,7735,7709,7682,7885,7845,7801,8056,8011,7971,7927,8159,8108,8383,8320,8262,8209,8453,8607,8528,8935,8852,8768,8687,9186,9101,9021,9466,9369,9276,9562,10294,10182,10072,9966,9863,9764,9667,10531,10411,11155,11025,10898,10774,10652,11288,11561,11423,12390,12251,12110,11972,11833,11697,12678,12533,13123,12975,12825
,,,,,,Leningrad Oblast,Russia,60.1853296,32.3925325,"Leningrad Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,7,9,11,14,20,31,41,47,57,62,62,94,112,129,134,139,155,190,298,330,354,388,417,454,496,537,576,615,658,700,743,781,834,885,929,975,1037,1096,1149,1200,1263,1354,1433,1500,1566,1640,1706,1775,1841,1913,1982,2052,2133,2208,2269,2323,2380,2437,2495,2553,2609,2660,2713,2768,2822,2875,2928,2982,3034,3086,3137,3188,3238,3287,3342,3396,3448,3501,3553,3626,3696,3751,3805,3858,3912,3964,4016,4067,4119,4170,4220,4271,4321,4370,4420,4473,4530,4584,4635,4688,4740,4792,4842,4892,4942,4989,5037,5084,5130,5177,5224,5269,5315,5360,5405,5449,5493,5538,5583,5626,5669,5710,5757,5797,5837,5876,5916,5955,5990,6055,6022,6177,6147,6116,6086,6234,6205,6262,6318,6291,6345,6427,6401,6373,6455,6484,6626,6596,6569,6541,6513,6656,6811,6779,6747,6716,6685,6877,6842,6911,6944,7013,6978,7049,7121,7086,7156,7301,7265,7228,7192,7378,7339,7468,7424,7677,7621,7569,7519,7849,7789,7732,8100,8033,7970,7908,8249,8174,8565,8483,8405,8326,8652,8835,8744,9244,9145,9028,8932,9544,9445,9343,9848,9746,9644,9949,10782,10655,10530,10402,10269,10160,10054,11041,10911,11727,11588,11451,11313,11179,11868,12192,12031,13212,13038,12867,12702,12528,12357,13552,13380,14109,13927,13744
